file,slide,tier,surface,fk,words,stem
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,arrival,Stretch,screen,10.2,11,Week 4: explain how diffusion and osmosis are related but not identical.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,arrival,Stretch,screen,8.4,14,Explain what the crossing point tells you about the solution inside the potato cells.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,starter,,screen,10.4,12,Your graph crosses 0% between two concentrations. Why is that crossing biologically interesting?
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,independent,,screen,5.2,28,Enter your data. Plot the points. Find the pattern. Find the zero crossing. Answer the interpretation questions. Evaluate your method. Add one improve
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,independent,,screen,1.7,29,◆ The graph is part-prepared. Prompts guide you. 🧰 Scaffold Axes and scale are given. Use the gain or loss frame. Fade: remove the first prompt that n
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,independent,,screen,5.2,25,▲ Plot it all. Estimate the crossing. Explain two points. 🧰 Scaffold Claim → graph evidence → osmosis explanation. Fade: remove the first prompt that 
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,independent,,screen,6.0,33,★ Plot it. Interpret it. Evaluate the uncertainty. Justify one improvement. 🧰 Scaffold One value is an estimate. One was measured directly. Keep them 
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,exit,Supported,screen,-1.8,5,What does 0% mass change mean?
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,exit,Standard,screen,8.2,8,Why can potato lose mass in concentrated solution?
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,exit,Stretch,screen,10.2,9,Give a specific improvement and what variation it reduces.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,Supported,print,2.9,5,◆ Part-prepared graph and guided prompts.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,Standard,print,5.7,7,"▲ Full plot, estimate crossing, explain two points."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,Stretch,print,19.2,7,"★ Plot/interpret, evaluate uncertainty and justify improvement."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,3.8,16,"Not here last lesson? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,15.7,16,"Learning objective: I can graph and interpret osmosis data, estimate the no-net-change concentration and evaluate method."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,5.4,15,"Retrieval: W5L2 concentration, % mass change and controls. A positive % change means mass was gained."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,4.8,22,"R1 · Last lesson: Last lesson you ran the osmosis practical. Which variable did you change, and which did you keep the same?"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,9.7,12,R2 · Week 5 · lesson 1: Week 5: define osmosis using the words membrane and concentration.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,6.8,12,R3 · Week 4: Week 4: define diffusion and name one factor affecting its rate.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,7.4,19,"Lead-in · Into today: Somewhere between your concentrations, the potato neither gains nor loses mass. How would you find it?"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,2.9,5,◆ Part-prepared graph and guided prompts.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,5.7,7,"▲ Full plot, estimate crossing, explain two points."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,19.2,7,"★ Plot/interpret, evaluate uncertainty and justify improvement."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,24.1,6,Graph interpretation + zero-crossing estimate + method improvement.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,0.5,6,Supported: What does 0% mass change mean?
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,8.9,9,Standard: Why can potato lose mass in concentrated solution?
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,9.6,10,Stretch: Give a specific improvement and what variation it reduces.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,11.1,10,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,3.4,34,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what close"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,-1.1,7,"What I said, and what it changed:"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,14.3,28,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what w"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,9.1,7,☐ Read the cell concentration from the zero-crossing.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,10.4,6,☐ Calculated and plotted percentage change correctly.
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,10.2,11,"☐ Evaluated the method with a strength, a limitation and an improvement."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Supported,screen,0.8,8,Point to the zero line on the graph.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Supported,screen,3.8,8,Say which way water moves across a membrane.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Supported,screen,2.3,7,Point to the side with more particles.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Supported,screen,-1.8,10,Look at the root hair. Point to the soil side.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Standard,screen,6.0,13,Last lesson you analysed osmosis data. What did the zero-change point tell you?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Standard,screen,4.8,10,"Week 5: define osmosis, and say what the membrane must be."
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Standard,screen,5.0,9,Week 4: which way is the net movement in diffusion?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Standard,screen,2.4,19,A root takes in minerals even when the soil has fewer than the root does. How can that work?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Stretch,screen,5.9,14,Last lesson: explain one weakness in the method and how you would reduce it.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Stretch,screen,6.0,10,Week 5: explain why osmosis needs no energy from the cell.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Stretch,screen,10.2,11,Week 4: explain what diffusion and osmosis have in common about direction.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,arrival,Stretch,screen,6.2,15,Moving something against its gradient cannot happen for free. Predict what the cell must supply.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,starter,,screen,5.8,23,A root hair cell already contains more mineral ions than the soil but still takes more in. Which previous process cannot explain this?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,independent,,screen,3.8,31,Compare the three processes. Fill in the table. Then use the model. Take each biological example. Classify it. Look at the direction. Look at the subs
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,independent,,screen,5.2,30,◆ Fill in the comparison table. Use the word bank. The words are there. 🧰 Scaffold ↓ diffusion · ↓ osmosis(water) · ↑ active transport(energy). Fade: 
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,independent,,screen,3.6,26,▲ Fill in the table. Do it alone. Then explain two examples. 🧰 Scaffold Direction? what moves? energy? Fade: remove the first prompt that no longer ch
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,independent,,screen,3.2,35,★ Compare all three. Then find the link. Link mitochondria to energy demand. 🧰 Scaffold Add carrier proteins. But keep the Foundation core. Do not los
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,exit,Supported,screen,3.7,4,With or against gradient?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,exit,Standard,screen,6.4,6,Why does active transport need energy?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,exit,Stretch,screen,7.4,7,Why can these cells contain many mitochondria?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,Supported,print,6.4,6,◆ Fill comparison table from word bank.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,Standard,print,9.1,7,▲ Complete table unaided and explain two examples.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,Stretch,print,8.9,9,★ Compare all three and link mitochondria to energy demand.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,3.8,16,"Not here last lesson? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,16.0,17,Learning objective: I can explain active transport as movement against a concentration gradient using energy from respiration.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,12.2,18,"Retrieval: W4–5 diffusion/osmosis down gradients without cell energy. Osmosis moves water only, through a partially permeable membrane."
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,6.0,16,R1 · Last lesson: Last lesson you analysed osmosis data. What did the zero-change point tell you?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,4.8,12,"R2 · Week 5: Week 5: define osmosis, and say what the membrane must be."
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,4.8,11,R3 · Week 4: Week 4: which way is the net movement in diffusion?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,4.3,22,Lead-in · Into today: A root takes in minerals even when the soil has fewer than the root does. How can that work?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,6.4,6,◆ Fill comparison table from word bank.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,9.1,7,▲ Complete table unaided and explain two examples.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,8.9,9,★ Compare all three and link mitochondria to energy demand.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,19.2,7,Comparison table + classified examples + one causal explanation.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,5.2,5,Supported: With or against gradient?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,7.4,7,Standard: Why does active transport need energy?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,6.7,8,Stretch: Why can these cells contain many mitochondria?
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,11.1,10,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,3.4,34,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what close"
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,-1.1,7,"What I said, and what it changed:"
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,14.3,28,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what w"
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,8.9,9,☐ Stated that active transport works against the concentration gradient.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,14.3,6,☐ Linked the energy requirement to respiration.
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,14.1,7,"☐ Compared diffusion, osmosis and active transport correctly."
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Supported,screen,2.3,8,Point to the word energy on the card.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Supported,screen,4.0,7,Say which way water moves in osmosis.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Supported,screen,1.0,9,Point to the air sac in the lung diagram.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Supported,screen,-1.4,12,Look at the root hair cell. Point to its long thin shape.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Standard,screen,5.4,12,Last lesson you met active transport. What makes it different from diffusion?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Standard,screen,7.4,7,Week 5: define osmosis using the word membrane.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Standard,screen,6.7,8,Week 4: name one adaptation that speeds up diffusion.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Standard,screen,0.9,17,A root hair cell is long and thin. How does that shape help it take in minerals?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Stretch,screen,8.4,10,Last lesson: explain why active transport stops if respiration stops.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Stretch,screen,8.8,12,Week 5: explain why osmosis and active transport move things for different reasons.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Stretch,screen,5.9,11,Week 4: explain how a large surface area helps any exchange process.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,arrival,Stretch,screen,7.6,16,"Predict what an experiment would show if you deprived root cells of oxygen, and say why."
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,starter,,screen,6.2,21,A graph shows mineral uptake falling when oxygen around roots falls. Oxygen is not the mineral. Why should it affect uptake?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,independent,,screen,1.7,26,Label the root hair cell. Then the gut cell. Read the graph. It shows oxygen. It shows uptake. Write one explanation. Use the graph as evidence.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,independent,,screen,3.5,28,"◆ Label the cell. Mark the mitochondria. Use the graph sentence frame. 🧰 Scaffold As oxygen ___, uptake ___. This is because ___. Fade: remove the fir"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,independent,,screen,3.8,25,▲ Explain the root hair cell. Then the gut. Then the graph. 🧰 Scaffold Direction → energy → adaptation. Fade: remove the first prompt that no longer c
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,independent,,screen,4.5,27,★ Evaluate the graph. Is oxygen the only limiting factor? Say why. 🧰 Scaffold Three parts. Describe. Explain. Evaluate. Fade: remove the first prompt 
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,exit,Supported,screen,12.3,5,Which organelle links to respiration?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,exit,Standard,screen,5.7,7,Why use active transport for mineral ions?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,exit,Stretch,screen,8.4,6,Explain graph pattern and one limitation.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,Supported,print,8.4,6,◆ Label cell/mitochondria + graph sentence frame.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,Standard,print,7.6,5,▲ Explain both applications and graph.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,Stretch,print,11.2,11,★ Evaluate whether graph alone proves oxygen is the only limiting factor.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,3.8,16,"Not here last lesson? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,12.9,20,Learning objective: I can apply active transport to root hair and gut cells and interpret evidence linking uptake to respiration.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,14.1,7,Retrieval: W6L1 against-gradient movement and energy.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,5.4,15,R1 · Last lesson: Last lesson you met active transport. What makes it different from diffusion?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,6.3,9,R2 · Week 5: Week 5: define osmosis using the word membrane.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,6.0,10,R3 · Week 4: Week 4: name one adaptation that speeds up diffusion.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,3.1,20,Lead-in · Into today: A root hair cell is long and thin. How does that shape help it take in minerals?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,8.4,6,◆ Label cell/mitochondria + graph sentence frame.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,7.6,5,▲ Explain both applications and graph.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,11.2,11,★ Evaluate whether graph alone proves oxygen is the only limiting factor.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,18.2,6,Annotated cell + graph interpretation + causal explanation.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,12.3,6,Supported: Which organelle links to respiration?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,6.7,8,Standard: Why use active transport for mineral ions?
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,7.4,7,Stretch: Explain graph pattern and one limitation.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,11.1,10,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,3.4,34,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what close"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,-1.1,7,"What I said, and what it changed:"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,14.3,28,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what w"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,8.2,8,☐ Explained root hair mineral uptake as active transport.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,7.4,7,☐ Explained gut glucose uptake against the gradient.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,7.6,9,☐ Used the oxygen graph to link uptake to respiration.
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Supported,screen,0.8,8,Point to the root hair on the diagram.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Supported,screen,5.0,9,Say what active transport needs that diffusion does not.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Supported,screen,4.1,10,"Three processes, one table. Point to the column for energy."
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Standard,screen,3.7,18,Last lesson you applied active transport to root hairs and gut. What did the evidence link it to?
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Standard,screen,8.4,10,Week 6: define active transport using the words gradient and energy.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Standard,screen,4.8,11,Today you compare all three processes. What questions would separate them?
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Stretch,screen,8.6,15,Last lesson: uptake fell without oxygen. Explain how that supports active transport rather than diffusion.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Stretch,screen,6.1,16,Week 6: explain why active transport is the only one of the three that can run uphill.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Stretch,screen,6.9,11,"Week 5: explain what osmosis and diffusion share, and where they differ."
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,arrival,Stretch,screen,9.3,14,"Given an unfamiliar example, name the two questions that decide which process it is."
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,starter,,screen,9.5,17,A compare answer describes diffusion perfectly. It never mentions active transport. Why is correct Biology still incomplete?
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,independent,,screen,2.9,32,Classify the mixed cell scenarios. Sort each one. Is it diffusion? Is it osmosis? Is it active transport? Then answer two compare questions. Read the 
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,independent,,screen,3.4,27,◆ Keep the grid in view. Do four scenarios. Use one compare frame. 🧰 Scaffold Direction · water? · membrane? · energy? Fade: remove the first prompt t
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,independent,,screen,3.2,26,▲ Do six scenarios. Then two compare questions. 🧰 Scaffold Give both sides. Do this in every compare. Fade: remove the first prompt that no longer cha
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,independent,,screen,4.3,32,★ Work with new contexts. Which process is it? Then justify it with evidence. 🧰 Scaffold Give the similarities. Then the differences. Be precise. Fade
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,exit,Standard,screen,10.0,5,Compare diffusion and active transport.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,exit,Stretch,screen,14.1,9,Compare osmosis and active transport using direction/substance/energy.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,Supported,print,7.4,7,◆ Grid visible; four scenarios + one compare frame.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,Standard,print,7.6,5,▲ Six scenarios + two compare questions.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,Stretch,print,14.1,8,★ Unfamiliar contexts + justify which evidence supports a process.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,3.8,16,"Not here last lesson? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,9.8,16,Learning objective: I can compare the three transport processes and choose the correct process from evidence.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,12.2,28,"Retrieval: W4–6 definitions, applications and data for all three. Osmosis: net movement of water only, from a dilute to a more concentrated solution, "
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,4.2,21,R1 · Last lesson: Last lesson you applied active transport to root hairs and gut. What did the evidence link it to?
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,8.5,13,R2 · Week 6 · lesson 1: Week 6: define active transport using the words gradient and energy.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,5.2,5,R3 · Week 5: Week 5: define osmosis.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,6.5,14,Lead-in · Into today: Today you compare all three processes. What questions would separate them?
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,7.4,7,◆ Grid visible; four scenarios + one compare frame.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,7.6,5,▲ Six scenarios + two compare questions.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,14.1,8,★ Unfamiliar contexts + justify which evidence supports a process.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,12.4,7,Classified scenarios + compare answers + one revised response.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,5.2,5,Supported: Which moves water only?
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,10.4,6,Standard: Compare diffusion and active transport.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,13.1,10,Stretch: Compare osmosis and active transport using direction/substance/energy.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,11.1,10,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,3.4,34,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what close"
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,-1.1,7,"What I said, and what it changed:"
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,14.3,28,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what w"
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,10.7,7,☐ Stated that compare needs similarities and differences.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,8.9,9,"☐ Compared two processes using direction, energy and what moves."
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,5.7,7,☐ Wrote a compare answer covering both sides.
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Supported,screen,4.0,7,Point to the column that says energy.
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Supported,screen,-1.1,7,Say where a root hair is found.
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Supported,screen,3.3,13,Today we pull Topic 1 together. Point to the first idea on the map.
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Standard,screen,4.5,12,Last lesson you compared the three transport processes. Which one needs energy?
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Standard,screen,4.0,13,Week 6: how does a root hair cell take in minerals from dilute soil?
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Standard,screen,7.6,13,"Weeks 3–5: name the three ideas you have met — magnification, diffusion and one more."
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Standard,screen,4.6,15,Today we connect the whole topic. Which two ideas do you think link most closely?
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Stretch,screen,9.4,13,Last lesson: explain how you would decide the process from an unfamiliar example.
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Stretch,screen,7.4,12,Week 6: mineral uptake is linked to respiration. Explain the evidence for that.
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,arrival,Stretch,screen,8.4,12,Weeks 3–5: microscopy came first. Explain how it made the transport explanations possible.
