pathway,week,file,verdict,surface,location,current_text,issue,science_reason,severity,fix_type,proposed_text,lead_ref
LAUNCH,W4,SCI_L_W4L2_Diffusion_Lungs_Explore.html,DISTRACTOR-BY-DESIGN,screen,"slide data-type=""wedo"" (We Do 2), #sclab-W4L2 Step 1 · Predict, before you test",Which feature does most for FAST gas exchange in the alveolus?,"Checked and cleared, recorded so it is not re-raised. The stem invites pupils to pick a winner, but scGx() returns exactly 2.0 for all three tests (area 2 → 1×2/1 = 2.0; thickness 0.5 → 1/0.5 = 2.0; bloodFlow 2 → 1×2/1 = 2.0), so the evidence gives a three-way tie by construction.","This is deliberate and correctly resolved: the completion message reads ""All three are frozen — and each one multiplied the index. The alveolus does not pick one feature: it stacks surface area, a short path and a steep gradient together."" The tie IS the teaching point, and the printed rate figures match the formula exactly. No change needed.",low,NO-ACTION,,none — found in file
LAUNCH,W5,SCI_L_W5L3_Osmosis_Data_Do.html,OVER-PITCHED,teacher-doc,printpack · #print-witness Assessor Witness Statement · 'Observed in this lesson' line 1,"<p style=""margin:0 0 5px"">☐ Read the cell concentration from the zero-crossing.</p>","The witness statement asks the assessor to record that the pupil 'read the cell concentration' from the crossing point. Every other surface in this same lesson insists the crossing is an ESTIMATE: I Do step 3 'Identify zero crossing as estimate of little/no net movement'; I Do 2 step 3 'Do not claim greater precision than the graph supports'; the We Do reveal 'It estimates the concentration where net osmosis is minimal'; the lab card 'An estimate read from a pattern, not a magic answer'; and the plot feedback 'zero crossing is an estimate, not a magically exact value'. The assessment record therefore contradicts the lesson it is recording.","The zero-crossing is a linear interpolation between two mean points, each carrying repeat-to-repeat scatter. It estimates the external solution concentration at which there is no NET water movement — i.e. one that is equivalent to the cell contents — it is not a direct reading of the concentration inside the cells.",medium,ONE-LINE-REWORD,"<p style=""margin:0 0 5px"">☐ Estimated the cell solution concentration from the zero-crossing.</p>",none (found in file; analogous to the BUILD W7A over-certain-language lead applied to LAUNCH)
LAUNCH,W5,SCI_L_W5L3_Osmosis_Data_Do.html,AMBIGUOUS,screen,"wedo (We Do 2 · scientific model / data) · #sclab-W5L3 · scData[2] 'Zero-change estimate' card, revealed by the ✳ Estimate zero change button",Straight-line estimate between the last gain and the first loss: zero change near '+scZeroEst().toFixed(2)+' mol dm⁻³.,"The card reports 0.51 mol dm⁻³, but a pupil cannot reproduce that number from the means the lab has just frozen onto the page. Card 1 ('Means from three repeats each') prints the means WITH the anomaly included: 0.0: +15.7% · 0.2: +9.4% · 0.4: +2.7% · 0.6: -0.2% · 0.8: -9.7% · 1.0: -15.5%. Interpolating the last gain (+2.7% at 0.4) and the first loss (-0.2% at 0.6) from that frozen list gives 0.59, not 0.51. scZeroEst() silently uses the anomaly-EXCLUDED 0.6 mean (-2.4%), which gives 0.4 + 2.6967x0.2/5.1117 = 0.5055 → 0.51. The corrected mean is only available if the pupil has already pressed card 2, and the estimate card never says it used it. In a lesson whose whole point is showing the decision rather than hiding it, the one printed number is untraceable.","Excluding a justified anomaly from the mean before interpolating is the correct procedure; the defect is that the stated result silently depends on a step the card does not declare, so a pupil checking the arithmetic honestly gets a different answer and concludes the lesson is wrong.",medium,ONE-LINE-REWORD,"Straight-line estimate between the last gain and the first loss, using the corrected 0.6 mean with the odd repeat left out: zero change near '+scZeroEst().toFixed(2)+' mol dm⁻³.",none (found in file; falls under cross-pathway check 5 — seeded data must yield the stated conclusion)
LAUNCH,W5,SCI_L_W5L3_Osmosis_Data_Do.html,AMBIGUOUS,teacher-doc,printpack · #print-witness Assessor Witness Statement · 'Observed in this lesson' line 3,"<p style=""margin:0 0 5px"">☐ Evaluated the method with a strength, a limitation and an improvement.</p>",The witness line asks the assessor to tick a three-part evaluation including a STRENGTH. Nothing in the lesson asks for a strength: the success criterion is 'Evaluate a specific method issue and improvement'; the Stretch route is 'Plot it. Interpret it. Evaluate the uncertainty. Justify one improvement.'; the Stretch exit is 'Give a specific improvement and what variation it reduces.'; the evidence target is 'Graph interpretation + zero-crossing estimate + method improvement.' A pupil who does exactly what the lesson asks cannot satisfy the record the assessor is holding.,Not a science error — a teacher-document/lesson mismatch that would make a correctly completed evaluation look incomplete on the assessment record.,low,ONE-LINE-REWORD,"<p style=""margin:0 0 5px"">☐ Evaluated the method with a limitation and a specific improvement.</p>",cross-pathway check 8 (teacher docs must contradict no lesson)
LAUNCH,W5,SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,AMBIGUOUS,both,"exit slide · data-tier=""Standard"" panel; and printpack pp2 'Exit + feedback response' · Standard line",<b>▲ Standard</b><p>Name two controls.</p>,"'Controls' is doubly loaded in practical science: control variables (what is kept the same) and a control experiment (a comparison run). The exit stem gives no steer, so an answer of 'a tube with no potato in it' is defensible against the stem while being marked wrong against the intent. Everything around it uses the precise term — the success criterion 'Identify independent/dependent/control variables.', the WORD HELP row 'variable — something that can change; here, only the concentration should', and this lesson's own witness line '☐ Named the control variables.' PRINT TWIN, same fix required for parity: current bytes '<b>Standard:</b> Name two controls.</p>' → '<b>Standard:</b> Name two control variables.</p>'.",'Control variable' is the Edexcel term for a quantity held constant. Using the bare noun 'controls' invites the control-experiment reading and loses the precision the lesson has already taught.,low,ONE-LINE-REWORD,<b>▲ Standard</b><p>Name two control variables.</p>,none (found in file)
LAUNCH,W5,SCI_L_W5L1_Osmosis_Introduce.html,UNDER-PITCHED,both,"independent slide · .lword WORD HELP row 1; and printpack pp1 'WORD HELP' box, osmosis line","<span class=""lw-bridge"" hidden>water moving across a membrane towards the stronger solution</span>","The bridge for the formal term 'osmosis' drops the partial permeability that the rest of the lesson treats as non-negotiable: the LO ('...depends on a partially permeable membrane'), the lab conclusion ('osmosis is the net movement of water across a partially permeable membrane, from dilute towards concentrated'), the glitch repair, and the witness line '☐ Defined osmosis including partially permeable membrane'. Mitigating: this file carries a separate 'partially permeable' bridge in the adjacent row. PRINT TWIN, same fix for parity: current bytes '<b>osmosis</b> — water moving across a membrane towards the stronger solution<br/>' → '<b>osmosis</b> — water moving across a membrane that lets water through but not sugar, towards the stronger solution<br/>'. Owner call: adding the qualifier keeps the bridge faithful; the suggested wording keeps it in plain language rather than importing the hard term.","Across a freely permeable membrane there is no sustained net water movement towards the 'stronger' solution — the solute equalises instead. The selectivity is what makes the stated direction true, so a bridge that omits it describes something that does not happen.",low,PROPOSED,"<span class=""lw-bridge"" hidden>water moving across a membrane that lets water through but not sugar, towards the stronger solution</span>",cross-pathway checks 3 and 6 (bridges scientifically faithful; osmosis keeps its partially permeable membrane)
LAUNCH,W5,SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,UNDER-PITCHED,both,"independent slide · .lword WORD HELP row 1; and printpack pp1 'WORD HELP' box, osmosis line","<span class=""lw-bridge"" hidden>water moving across a membrane towards the stronger solution</span>","Same bridge as W5L1, but weaker here: this file's WORD HELP rows are osmosis / percentage change / variable, so there is NO 'partially permeable' row to carry the missing idea, and the printed pack's only statement of what osmosis is is this bridge plus the retrieval line 'Water moves from a dilute to a more concentrated solution.' Neither names selectivity, while the on-screen glitch repair does ('The membrane is partially permeable: it lets water through and holds sugar back'). PRINT TWIN, same fix for parity: current bytes '<b>osmosis</b> — water moving across a membrane towards the stronger solution<br/>' → '<b>osmosis</b> — water moving across a membrane that lets water through but not sugar, towards the stronger solution<br/>'. Fix W5L1 and W5L2 together so the bridge stays identical across the week.",As W5L1: the stated direction of net water movement is only true because the membrane holds the solute back. On the printed W5L2 pack that condition is currently stated nowhere.,low,PROPOSED,"<span class=""lw-bridge"" hidden>water moving across a membrane that lets water through but not sugar, towards the stronger solution</span>",cross-pathway checks 3 and 6
LAUNCH,W5,SCI_L_W5L1_Osmosis_Introduce.html,AMBIGUOUS,print,"printpack · pp1 · <p class=""pentry""> mid-year-arrival line (identical bytes in W5L2 and W5L3 print packs)","<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the box above — read it, then answer.</p>","Screen/print positional break. On screen the .entry-route line sits directly BELOW the 'Retrieve the previous learning' box, so 'the box above' points at it correctly. In the print pack the same sentence is placed ABOVE the 'Retrieval:' paragraph (order is Name/Date → this line → Learning objective → Retrieval), so a pupil who missed the previous lesson is sent upward to a name-and-date line. The identical line and identical mispositioning occur in all three W5 print packs (2 occurrences per file: 1 screen, 1 print — only the print instance is wrong).","Not a science error — an access instruction that misdirects exactly the pupil it exists to serve, and only on the printed surface.",low,ONE-LINE-REWORD,"<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the retrieval box on this sheet — read it, then answer.</p>",cross-pathway check 4 (screen vs print parity)
LAUNCH,W5,SCI_L_W5L3_Osmosis_Data_Do.html,AMBIGUOUS,screen,wedo (We Do 2) · .widget '📊 Osmosis data studio' · .formula labels 0.0/0.2/0.4/0.6/0.8 and #wf-W5L3,"<div class=""wf"" aria-live=""polite"" id=""wf-W5L3"">Read the pattern first. A zero crossing is an estimate, not an exact magic answer.</div>","The five studio inputs are labelled only '0.0 0.2 0.4 0.6 0.8' with no quantity and no unit anywhere in the widget, and the value typed in is a different quantity again (% mass change). The unit exists elsewhere in the file — the anomaly lab's buttons say 'Near 0.2 mol dm⁻³' and its estimate card says 'mol dm⁻³' — so the studio is the only place the axis quantity goes unnamed. This lesson's own R3 retrieval asks 'Week 3: why must units match before you calculate?'.","Not false, but an unlabelled axis quantity is precisely the graphing fault the lesson assesses ('Adult ... marks the axes and units before any plotting begins' — staff matrix, W5L3 preparation column).",low,ONE-LINE-REWORD,"<div class=""wf"" aria-live=""polite"" id=""wf-W5L3"">Each box is a sugar concentration in mol dm⁻³; type the % mass change you measured for it. Read the pattern first. A zero crossing is an estimate, not an exact magic answer.</div>","analogue of the GROW 'unit never named on the practical route' lead, applied to LAUNCH"
LAUNCH,W5,SCI_L_W5L3_Osmosis_Data_Do.html,UNDER-PITCHED,screen,independent slide · .lword WORD HELP (rows: percentage change / evaluate / evidence),"<span class=""lw-term"">evidence</span>","'Mean' is load-bearing on the We Do 2 screen — the button 'Show the mean results', the frozen row 'Means from three repeats each', 'comes OUT of the mean', 'Excluded, the 0.6 mean moves from -0.2% to -2.4%', and the closing instruction 'exclude the odd one from the mean and say why' — but it is not in WORD HELP and is defined nowhere in the week. Insert the proposed row after the 'evidence' row. Deliberately NOT reported as an error: nothing in these files defines mean incorrectly, and the lab computes it for the pupil, so this is an owner call on whether a fourth glossary row is wanted.","scMean() in this file is a true arithmetic mean (sum ÷ count, non-finite values dropped) — verified by the in-file fixture gate assertion scMean([2,4,6])===4. No median-for-mean confusion exists here; the gap is only that the term is used untaught.",low,PROPOSED,"<div class=""lw-row"">
<span class=""lw-term"">mean</span>
<button class=""lw-btn"" type=""button"" aria-expanded=""false"" onclick=""lsgWord(this)"">word help</button>
<span class=""lw-bridge"" hidden>add the repeats up and share the total between them</span>
</div>","GROW W5B 'mean defined as the middle value' — checked here, not present"
LAUNCH,W6,LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,WRONG,teacher-doc,"Practicals matrix, W6L1 row, Safety cell (identical bytes in LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html)",Desk-based with no hazard. <b>Small counters and beads are a choking risk</b> — check suitability for the group and supervise throughout.,"The cell asserts ""no hazard"" and then names a choking hazard in the next sentence. It is the only Safety cell in the matrix that does this — every other row either states a plain ""Desk-based."" or leads with the hazard. It also contradicts the lesson itself: SCI_L_W6L1 states ""No practical hazard; comparison table remains visible to reduce memory load."" on both screen and print, and lists a different kit (""Comparison cards/table; root hair/gut diagrams; local model."") that contains no counters or beads at all.","Not a science error but a safety-record error. A teacher reading only the lesson pack sees a blanket ""no practical hazard"" for a kit the matrix says includes small beads; a teacher reading the matrix sees ""no hazard"" and a choking risk in the same sentence. One of the two kit lists is wrong and the owner has to say which.",medium,MECHANICAL-FIX,"Desk-based, but not equipment-free. <b>Small counters and beads are a choking risk</b> — check suitability for the group and supervise throughout.",cross-pathway check 8 (teacher docs must contradict no lesson)
LAUNCH,W6,SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,OVER-PITCHED,screen,"data-type=""wedo"" (We Do 2 · scientific model / data), .sclab intro paragraph, id=""sclab-W6L2""","It tests three pieces of evidence about a root hair cell, and freezes what each one proves.","""proves"" over-certifies single pieces of evidence, and it contradicts this lesson's own I Do 2 reasoning step three slides earlier: ""Avoid claiming the graph proves oxygen is the only factor."" It also cuts against the Stretch route, which asks pupils to ""Evaluate whether graph alone proves oxygen is the only limiting factor."" — the lab has already told them each item proves something.","Correlational evidence (uptake falls as oxygen falls) supports the active-transport explanation; it does not prove it. The lesson is explicitly teaching that distinction in the same 40 minutes, so the lab framing must use the weaker verb.",medium,ONE-LINE-REWORD,"It tests three pieces of evidence about a root hair cell, and freezes what each one shows.",extension of the BUILD W7 prediction/evidence-language lead to LAUNCH
LAUNCH,W6,LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,WRONG,teacher-doc,"Practicals matrix, W6L3 row, ""Digital alternative"" cell (identical bytes in the PROGRESS_SCHOOLS copy)",reveal-step buttons for the two questions that separate the three processes.,"The W6L3 reveal-step buttons do not present two questions. The three steps in id=""W6L3-1"" are ""Build a four-question comparison matrix."", ""Model a true compare sentence naming both processes."" and ""Show why a one-sided answer misses the command word."" The lesson's own success criterion is ""Use direction/substance/membrane/energy as discriminators."" — four, not two. A teacher preparing from the matrix expects a two-question reveal and finds a four-column matrix.","Same defect class as the known W7B matrix lead: the teacher doc states a step count the lesson does not have. Both counts are defensible science (two questions — what moves? is energy spent? — do separate the three), but the doc and the lesson must state the same one.",medium,PROPOSED,reveal-step buttons for the four-question comparison matrix that separates the three processes.,"GROW W7B matrix step-count lead, re-derived for LAUNCH W6"
LAUNCH,W6,SCI_L_W6L3_Compare_Transport_Do.html,AMBIGUOUS,both,"data-type=""arrival"", tier Stretch, Lead-in question (screen .lq-ask, .lq-route ""Next step up"" on the Standard panel, data-speak-text, and the print pack ""Lead-in · Into today"" is the Standard version)","Given an unfamiliar example, name the two questions that decide which process it is.","Nothing in this lesson names two questions. The I Do models ""Build a four-question comparison matrix."", the success criteria list four discriminators (""Use direction/substance/membrane/energy as discriminators.""), and the Supported scaffold prints ""Direction · water? · membrane? · energy?"" — four. A Stretch pupil who has been taught four is asked to produce two that were never stated.","Two questions genuinely do separate the three processes (is water the thing moving across the membrane? is energy being spent?), and the lab's frozen summary implies exactly that route — but the lesson never says so, so the number is unrecoverable from the taught material.",low,PROPOSED,"Given an unfamiliar example, name the questions from the matrix that decide which process it is.",
LAUNCH,W6,SCI_L_W6L1_Active_Transport_Introduce.html,AMBIGUOUS,both,"data-type=""independent"", WORD HELP (.lw-term ""concentration gradient"" + .lw-bridge), and the print pack WORD HELP box; identical bytes in SCI_L_W6L3 and in SCI_L_W4L1 / SCI_L_W4L2",the difference between a crowded area and an empty one,"The bridge describes the low-concentration side as ""empty"". A gradient exists between any two different concentrations; neither side has to be empty. This is the term pupils use all through W4–W6 to decide direction, and ""empty"" invites the standard misconception that movement only runs into an empty space and stops when one side is merely less crowded.","A concentration gradient is a difference in concentration between two regions, not a crowded/empty pair. The accurate bridge is no harder to read at this pitch.",low,ONE-LINE-REWORD,the difference between a crowded area and a less crowded one,cross-pathway check 3 (WORD HELP bridges scientifically faithful)
LAUNCH,W6,SCI_L_W6L1_Active_Transport_Introduce.html,AMBIGUOUS,screen,"data-type=""starter"", ""🔍 Scientific question"" box",A root hair cell already contains more mineral ions than the soil but still takes more in. Which previous process cannot explain this?,"Singular ""process"" implies one answer, but both previously taught processes fail this scenario: diffusion cannot run against the gradient, and osmosis moves water only, so it cannot move mineral ions either. A pupil answering ""osmosis"" is scientifically right and would be treated as off-target.","Diffusion and osmosis are both ruled out by the stated evidence, for different reasons. The plural stem is the stronger question anyway — it makes the pupil give both reasons, which is exactly the W6L3 compare skill.",low,ONE-LINE-REWORD,A root hair cell already contains more mineral ions than the soil but still takes more in. Which previous processes cannot explain this?,
LAUNCH,W6,SCI_L_W6L1_Active_Transport_Introduce.html,WRONG,screen,"data-type=""wedo"" (We Do 2), .sclab intro paragraph, id=""sclab-W6L1""","It tests three real movements into and out of cells, and freezes which of them need energy.","All three movements the lab actually offers are inward: ""Oxygen into blood"", ""Water into a root"", ""Nitrate into a root"" (JS scData: 'Oxygen into the blood', 'Water into a root hair', 'Nitrate into a root hair'). Nothing moves out of a cell.","Minor but checkable: the sentence describes content the lab does not contain, and a pupil looking for the outward example will not find one.",low,MECHANICAL-FIX,"It tests three real movements into cells, and freezes which of them need energy.",
LAUNCH,W6,SCI_L_W6L1_Active_Transport_Introduce.html,WRONG,print,"printpack .pp page 1, <p class=""pentry""> — identical bytes in SCI_L_W6L2 and SCI_L_W6L3 print packs","<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the box above — read it, then answer.</p>","Screen/print parity break in the pointer. On screen the .entry-route box sits directly BELOW the retrieval box, so ""above"" is correct. In the print pack the same sentence is printed FIRST — above the Learning objective and above the Retrieval paragraph — so ""the box above"" points at the name/date line. There is no CSS reorder (@media print has no .pentry rule), so it prints in document order. Fix the print copy only; leave the screen .entry-route sentence unchanged.","Not science, but it breaks the access route the sentence exists to provide: the returning-absentee pupil is sent to the wrong place on the paper surface.",low,MECHANICAL-FIX,"<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the Retrieval box below — read it, then answer.</p>",cross-pathway check on SCREEN vs PRINT parity
LAUNCH,W6,SCI_L_W6L3_Compare_Transport_Do.html,WRONG,screen,"data-type=""arrival"", .note beneath the tier panels","Arrival retrieves three times, then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","In this lesson R2 is badged ""Week 6 · lesson 1"" (this week, not the previous week) and R3 is ""Week 5"" (the previous week). The boilerplate note therefore misdescribes its own slide. It is correct as written in W6L1 and W6L2, where R2 really is Week 5.",Teacher-facing note contradicting the questions printed beside it; a teacher using the note to judge pitch will read the ladder wrongly.,low,ONE-LINE-REWORD,"Arrival retrieves three times, then leads in. R1 is last lesson, R2 is earlier this week, R3 is older material, and the lead-in opens today without teaching today’s concept.",cross-pathway check 8 (no doc/lesson contradiction)
LAUNCH,W6,SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,AMBIGUOUS,both,"data-type=""arrival"", .box scaf retrieval box (screen) and printpack ""Retrieval:"" line",<b>Retrieve the previous learning:</b> W6L1 against-gradient movement and energy.,"The entry-route box immediately below promises ""Everything you need is in the box above — read it, then answer."", but this box carries W6L1 content only. R2 asks ""Week 5: define osmosis using the word membrane."" and R3 asks ""Week 4: name one adaptation that speeds up diffusion."" — neither is recoverable from the box. W6L1 has a milder version of the same gap (its box does not mention the zero-change point R1 asks about); W6L3's box is the model to copy, since it carries the full osmosis definition.","Not a false statement of science, but the absentee-access promise is not honoured, and the pupil most dependent on it is the one who was away.",low,PROPOSED,"<b>Retrieve the previous learning:</b> W6L1 against-gradient movement and energy. Osmosis: net movement of water only, from a dilute to a more concentrated solution, through a partially permeable membrane. Diffusion is faster across a large, thin surface.",
LAUNCH,W6,SCI_L_W6L1_Active_Transport_Introduce.html,AMBIGUOUS,both,"data-type=""exit"", tier Supported panel; and printpack .pp page 2 ""Exit + feedback response"" (""<b>Supported:</b> With or against gradient?"")",With or against gradient?,"The stem names no subject. On screen the slide context carries it; on the printed exit sheet the question stands alone on a page headed only ""Exit + feedback response"", with the learning objective on the previous page. The Supported tier is the one least able to reconstruct the missing subject.","Ambiguity of stem, not of science. Both copies must change together to keep screen/print parity.",low,PROPOSED,Active transport: with or against the gradient?,cross-pathway check 1 (exit stems)
LAUNCH,W7,LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,WRONG,teacher-doc,"Practicals & Equipment Matrix, row W7L1, column ""Digital alternative"" (identical bytes also in LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html)","<td data-l=""Digital alternative"">In-lesson <b>Topic 1 retrieval map</b> — build the connections by button, one link at a time.</td>","The teacher doc names the wrong widget and mis-states what it does. In SCI_L_W7L1 the widget headed ""🧠 Topic 1 retrieval map"" is four click-to-open definition cards (Magnification / Diffusion / Osmosis / Active transport) — it builds no links at all. The lesson says so in its own words on the same slide: ""The map above checks single ideas one at a time. This lab is button-only. It tests the LINKS between the ideas"". The link-by-link, button-only device is the separate ""🔗 Connection lab"". A member of staff who loses the concept cards and follows this row lands on the definition widget and never runs the connection route the row promises.","Cross-pathway check 8: a teacher doc must contradict no lesson. This row asserts of a named in-lesson widget exactly the behaviour the lesson explicitly denies of that widget. It also misrepresents the assessed object: for W7L1 the assessment is naming the connection (""Naming the connection is the assessment, not drawing the arrow"", same row), and only the Connection lab exercises that.",medium,MECHANICAL-FIX,"<td data-l=""Digital alternative"">In-lesson <b>Connection lab</b> — test the links between Topic 1 ideas by button, one link at a time. The <b>Topic 1 retrieval map</b> beside it opens the single ideas.</td>","Analogue of the GROW W7B lead (matrix claiming a route the lesson does not have) — confirmed here in LAUNCH, in a different form."
LAUNCH,W7,SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,AMBIGUOUS,screen,"data-type=""wedo"" (We Do 2 · scientific model / data), Connection lab #sclab-W7L1, Step 1 · Predict, before you test","<p style=""margin:0 0 5px"">Which pair of Topic 1 ideas is most tightly linked?</p>","The predict-commit promises an adjudication the lab cannot deliver. On pressing an option the pupil is told ""Prediction received: … Nothing is marked. Test all three and find out."", but ""most tightly linked"" has no determinate answer, and testing all three never resolves it — the closing line just says all three are frozen. The two sibling lessons both use a determinate stem that the tests do settle (W7L2: ""Which command word demands the word “because”?""; W7L3: ""Item 1 asks you to CALCULATE. What must the answer show?""). W7L1 is the odd one out, so the predict → test → find out loop dead-ends here.","The lesson's own gate rule is that the explanation is earned by testing/reasoning from evidence. A prediction that the evidence cannot decide teaches the opposite: that predictions are decorative. The proposed stem is settled by frozen result 3 (""Against-the-gradient movement is paid for by energy from respiration"") and stays unmarked at the moment of committing, exactly like the W7L2/W7L3 stems.",low,ONE-LINE-REWORD,"<p style=""margin:0 0 5px"">Which pair below is joined by energy from respiration?</p>",none — found during the full read
LAUNCH,W7,SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,WRONG,print,"printpack › first .pp, class=""pentry"" line (identical bytes in SCI_L_W7L2_Command_Words_Explore.html and SCI_L_W7L3_Exam_Practice_Do.html)","<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the box above — read it, then answer.</p>","Screen/print reference inversion. On screen the entry-route box sits directly AFTER the retrieval box (""Retrieve the previous learning: W3–6 magnification, diffusion, osmosis, active transport.""), so ""the box above"" is correct. In the print pack the same sentence is placed BEFORE the Learning objective and Retrieval lines, so on paper there is nothing above it but the Name/Date rule. A returning pupil — the exact pupil this line exists for — is sent to a box that is not there.","Not a science error, but a parity defect on a live print surface that breaks the catch-up route for the pupil least able to reconstruct the missing week. Minimal fix keeps the print order and repoints the reference.",low,MECHANICAL-FIX,"<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the Retrieval box below — read it, then answer.</p>",none — found during the screen-vs-print parity pass
LAUNCH,W7,LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,AMBIGUOUS,teacher-doc,"Practicals & Equipment Matrix, row W7L2, column ""Digital alternative"" (identical bytes also in LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html)","<td data-l=""Digital alternative"">In-lesson <b>Command-word decoder</b> — choose a command word and see what the answer has to do differently.</td>","The ""🧭 Command-word decoder"" in SCI_L_W7L2 is a static four-cell grid (DESCRIBE / EXPLAIN / CALCULATE / COMPARE) with no button, link or handler — there is nothing to choose and nothing changes. The choose-one-and-see-the-answer-change device is the ""🗝️ Answer shape lab"" below it, which puts the same potato result through three command words by button. As written the row promises staff an interaction the named widget does not have.","Cross-pathway check 8. Lower severity than the W7L1 row because the decoder does display what each command word demands, so a pupil pointed at it still meets the content; only the promised interaction is absent.",low,ONE-LINE-REWORD,"<td data-l=""Digital alternative"">In-lesson <b>Answer shape lab</b> — put one result through DESCRIBE, EXPLAIN and COMPARE by button and watch the answer change shape. The <b>Command-word decoder</b> beside it names what each command word demands.</td>",same family as the GROW W7B matrix lead
LAUNCH,W7,SCI_L_W7L3_Exam_Practice_Do.html,AMBIGUOUS,both,"data-type=""arrival"", teacher note under the three tier panels (screen); the same slide labels R2 as ""Week 7 · lesson 1"" on screen and ""R2 · Week 7 · lesson 1"" in the print pack","<div class=""note"">Arrival retrieves three times, then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.</div>","The boilerplate note contradicts the slide it sits on. In W7L3 R1 = W7L2 (last lesson), R2 = W7L1 (earlier the SAME week, badged ""Week 7 · lesson 1""), R3 = Weeks 3–6. The note tells staff R2 is the previous week. The retrieval chain itself is right — W7L2's R1 retrieves W7L1 and W7L3's R1/R2 retrieve W7L2/W7L1, which is what the task owner's ruling requires — so only the descriptor is stale, and only in this file (W7L1 and W7L2 genuinely have R2 = Week 6).","No science is wrong; the risk is a TA following the note and re-pitching R2 at Week 6 material, which would break the deliberate same-week W7L1 → W7L3 retrieval. Flagged PROPOSED-grade because the note is a suite-wide template and the owner may prefer to leave it untouched.",low,PROPOSED,"<div class=""note"">Arrival retrieves three times, then leads in. R1 is last lesson, R2 is earlier in this week, R3 is older material, and the lead-in opens today without teaching today’s concept.</div>",BUILD W3B / retrieval lead — the retrieval structure itself is CONFIRMED CLEAN here; only the descriptor line is off.
